,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290
297,2020,320,GTM,1270,es,2,28,1,1270,1,2,3,2,-2,-2,3,2,2,320004
298,2018,642,ROU,3580,ro,1,21,1,3580,1,0,6,3,-2,1,4,2,3,642005
299,2018,276,DEU,1530,de,1,52,3,1530,1,1,3,2,2,2,2,2,1,-4
300,2020,124,CAN,1240,en,2,50,3,1240,1,1,4,2,3,2,2,2,2,124001
301,2018,410,KOR,2390,ko,1,41,2,2390,1,0,6,3,3,2,3,2,0,410004
302,2022,860,UZB,4450,uz,1,27,1,4450,1,1,3,2,7,2,3,3,1,860007
303,2018,218,ECU,1270,es,1,21,1,1270,6,0,3,2,-5,-2,2,2,2,218013
304,2019,158,TWN,2870,zh,1,61,3,1670,1,2,1,1,7,2,5,1,9,158001
305,2018,152,CHL,1270,es,1,59,3,1270,1,2,4,2,3,2,3,2,1,152012
306,2018,400,JOR,170,ar,1,38,2,170,1,1,6,3,1,1,2,2,5,-4
307,2018,360,IDN,1890,id,2,54,3,2480,1,5,1,1,10,2,4,2,5,360017
308,2021,504,MAR,170,ar,2,32,2,170,1,1,5,3,6,2,2,2,5,504005
309,2018,368,IRQ,170,ar,2,35,2,170,1,2,5,3,0,-3,4,1,5,368001
310,2018,458,MYS,2810,ms,1,30,2,2810,1,2,2,1,10,1,3,2,5,458004
311,2020,124,CAN,1240,en,1,37,2,1240,4,1,7,3,5,3,3,2,0,124002
312,2018,400,JOR,170,ar,2,67,3,170,5,2,2,1,0,-3,2,2,5,-4
313,2021,404,KEN,1240,en,1,20,1,9000,6,0,3,2,-3,-3,3,2,2,404016
314,2018,152,CHL,1270,es,2,41,2,1270,1,2,7,3,1,2,2,2,1,152001
315,2022,860,UZB,4450,uz,1,47,2,4450,1,4,6,3,1,1,3,2,1,860007
316,2018,156,CHN,2870,zh,1,29,1,9060,6,0,6,3,4,2,4,2,0,156001
317,2018,400,JOR,170,ar,1,70,3,170,1,3,0,1,5,-2,3,2,5,-4
318,2020,231,ETH,140,am,1,42,2,140,1,2,4,2,4,3,2,3,3,231003
319,2020,762,TJK,4160,tg,2,51,3,4160,1,6,3,2,9,2,4,2,5,762001
320,2017,32,ARG,1270,es,2,36,2,1270,1,1,3,2,0,2,5,2,1,32002
321,2017,688,SRB,3780,sr,1,22,1,3780,6,0,7,3,-2,-2,3,2,2,688001
322,2020,417,KGZ,2310,ky,2,19,1,2310,6,-2,3,2,0,-3,3,2,5,417001
323,2022,703,SVK,3890,sk,2,64,3,3890,1,2,3,2,6,1,3,2,1,703005
324,2018,764,THA,4230,th,2,59,3,3234,1,3,1,1,4,-1,2,2,7,764001
325,2021,504,MAR,170,ar,2,38,2,170,1,1,1,1,5,3,3,2,5,504005
326,2020,716,ZWE,3830,sn,2,34,2,3830,1,2,4,2,3,2,1,2,1,716006
327,2020,231,ETH,140,am,2,38,2,3920,1,5,6,3,2,1,2,3,5,231004
328,2018,458,MYS,2810,ms,2,63,3,2870,1,3,5,3,2,1,2,3,0,458012
329,2022,826,GBR,1240,en,2,-2,-2,1240,2,-4,6,3,4,2,-4,2,1,826103
330,2019,788,TUN,170,ar,1,22,1,4360,6,0,2,1,-2,2,3,1,5,788005
331,2019,446,MAC,2870,zh,1,39,2,2870,1,1,3,2,6,2,3,2,0,446006
332,2018,484,MEX,1270,es,1,23,1,1270,6,2,3,2,4,3,5,1,2,484002
333,2020,496,MNG,3030,mn,2,20,1,3030,1,1,6,3,3,3,3,2,2,496001
334,2018,156,CHN,2870,zh,1,69,3,9060,1,0,3,2,6,1,4,1,0,156001
335,2018,156,CHN,2870,zh,2,48,2,2870,1,1,6,3,3,2,3,2,0,156001
336,2018,422,LBN,170,ar,1,21,1,170,6,0,3,2,4,3,4,2,1,-4
337,2021,462,MDV,1105,dv,2,55,3,1105,5,0,2,1,5,1,4,3,5,462003
338,2018,170,COL,1270,es,2,48,2,1270,2,0,4,2,6,3,5,2,1,170999
339,2020,496,MNG,3030,mn,2,56,3,3030,1,2,6,3,7,2,3,1,7,496001
340,2018,152,CHL,1270,es,1,56,3,1240,2,2,7,3,1,2,4,2,0,152012
341,2020,417,KGZ,2310,ky,2,55,3,2310,5,5,3,2,10,-1,4,2,5,417001
342,2018,152,CHL,1270,es,1,28,1,1270,2,0,5,3,3,1,3,2,0,152001
343,2018,344,HKG,790,zh,1,49,2,790,1,0,3,2,3,1,3,2,0,344001
344,2020,496,MNG,3030,mn,1,44,2,3030,2,3,7,3,3,2,2,3,0,496001
345,2018,76,BRA,3530,pt,2,54,3,3530,1,0,0,1,9,-2,4,1,1,76003
346,2020,704,VNM,4470,vi,1,44,2,4470,1,1,3,2,7,2,3,2,0,704001
347,2022,703,SVK,3890,sk,2,46,2,3890,1,3,3,2,4,2,3,2,1,703005
348,2018,76,BRA,3530,pt,2,58,3,3530,5,3,2,1,8,2,4,1,2,76001
349,2018,344,HKG,790,zh,1,24,1,790,6,0,3,2,5,-2,2,2,0,344001
350,2020,124,CAN,1240,en,1,37,2,1240,2,2,3,2,5,1,3,2,0,124001
351,2019,608,PHL,1360,fil,2,73,3,2170,5,1,0,1,8,2,4,1,1,608010
352,2020,124,CAN,1240,en,2,22,1,1240,1,0,3,2,8,-3,3,2,0,124001
353,2018,36,AUS,1240,en,2,21,1,1240,2,0,6,3,4,2,4,1,0,36001
354,2018,368,IRQ,170,ar,2,47,2,170,1,5,1,1,0,-3,5,1,5,368001
355,2017,68,BOL,1270,es,2,18,1,3570,6,1,3,2,0,-3,3,2,1,68002
356,2020,558,NIC,1270,es,2,25,1,1270,6,0,6,3,0,-3,3,2,1,558001
357,2022,434,LBY,170,ar,1,54,3,170,1,4,3,2,1,1,3,2,5,434005
358,2018,76,BRA,3530,pt,2,78,3,3530,1,2,1,1,4,2,3,1,1,76001
359,2019,446,MAC,2870,zh,2,-5,-5,790,1,1,1,1,11,2,4,1,7,446006
360,2018,586,PAK,4420,ur,1,26,1,3550,1,3,3,2,4,1,3,1,5,586006
361,2018,792,TUR,4370,tr,1,22,1,-4,6,0,1,1,0,-3,5,1,5,-5
362,2023,356,IND,1740,hi,1,17,1,9000,6,-5,3,2,11,-1,3,2,5,356019
363,2022,826,GBR,1240,en,2,35,2,1240,1,-4,2,1,5,2,-4,2,0,826100
364,2018,410,KOR,2390,ko,2,21,1,2390,6,0,5,3,-3,-3,3,2,0,410004
365,2020,496,MNG,3030,mn,2,57,3,3030,5,3,5,3,1,1,2,2,2,496002
366,2019,788,TUN,170,ar,2,37,2,4360,1,2,4,2,5,2,2,2,5,788005
367,2022,203,CZE,1040,cs,1,71,3,1040,5,1,2,1,7,2,3,2,0,203003
368,2018,156,CHN,2870,zh,2,41,2,2870,1,2,2,1,6,2,3,2,0,156001
369,2020,558,NIC,1270,es,1,22,1,1270,6,0,6,3,0,-3,3,2,8,558001
370,2018,422,LBN,170,ar,1,18,1,170,6,0,6,3,4,2,2,2,5,-4
371,2020,417,KGZ,2310,ky,1,61,3,2310,1,2,7,3,1,-1,2,3,5,417001
372,2020,704,VNM,4470,vi,1,53,3,4470,1,4,3,2,9,2,4,2,0,704001
373,2017,68,BOL,1270,es,1,38,2,3570,1,5,1,1,7,3,5,2,2,68001
374,2018,152,CHL,1270,es,2,21,1,1270,6,0,4,2,0,-3,3,2,1,152001
375,2018,360,IDN,1890,id,2,61,3,2030,1,3,2,1,8,2,5,1,5,360004
376,2022,434,LBY,170,ar,2,22,1,170,6,-1,2,1,6,3,2,2,5,434005
377,2020,702,SGP,1240,en,1,51,3,1240,6,0,5,3,1,-2,-2,-2,7,702004
378,2018,642,ROU,3580,ro,1,24,1,3580,6,0,7,3,4,2,3,2,0,642005
379,2018,566,NGA,1240,en,1,43,2,9000,1,10,3,2,4,-2,1,2,2,566999
380,2017,840,USA,1240,en,2,24,1,1240,6,0,5,3,5,1,5,2,1,840004
381,2020,124,CAN,1400,fr,2,58,3,1400,1,2,3,2,4,2,3,2,1,124001
382,2022,826,GBR,1240,en,2,73,3,1240,5,-4,2,1,3,1,-4,2,2,826100
383,2023,356,IND,1740,hi,2,47,2,3540,1,2,3,2,4,1,-1,2,6,356019
384,2022,826,GBR,1240,en,1,32,2,1240,6,-4,2,1,8,2,-4,2,9,826100
385,2018,458,MYS,2810,ms,1,38,2,2870,1,1,5,3,4,2,3,2,7,458012
386,2022,860,UZB,4450,uz,2,49,2,4450,1,1,4,2,2,1,1,2,1,860007
387,2020,704,VNM,4470,vi,2,32,2,4470,1,2,3,2,8,2,4,2,0,704001
388,2018,764,THA,4230,th,1,61,3,3992,1,2,1,1,-5,-2,5,1,7,764001
389,2020,704,VNM,4470,vi,1,71,3,4470,1,6,1,1,9,2,3,2,0,704001
390,2018,156,CHN,2870,zh,2,54,3,9060,1,2,3,2,6,-5,3,2,2,156001
391,2017,840,USA,1240,en,1,74,3,1240,1,5,3,2,-3,2,3,2,1,840001
392,2018,566,NGA,1240,en,1,19,1,1850,6,0,3,2,6,2,3,2,1,566003
393,2023,356,IND,1740,hi,1,41,2,3540,1,2,2,1,8,3,3,2,6,356019
394,2019,392,JPN,2020,ja,2,43,2,2020,1,3,3,2,11,3,2,3,0,-4
395,2018,156,CHN,2870,zh,1,46,2,9060,1,2,2,1,6,1,4,2,0,156001
396,2022,434,LBY,170,ar,2,22,1,170,1,1,3,2,5,2,5,1,5,434005
397,2020,558,NIC,1270,es,2,53,3,1270,1,2,2,1,0,-3,4,2,1,558001
398,2018,484,MEX,1270,es,2,42,2,1270,6,0,1,1,0,-3,3,1,0,484003
399,2018,484,MEX,1270,es,1,37,2,1270,1,1,4,2,4,3,4,1,1,484002
400,2018,156,CHN,2870,zh,2,63,3,9060,1,2,0,1,9,-5,4,2,0,156001
401,2018,818,EGY,170,ar,1,50,3,170,1,2,0,1,9,2,4,1,5,818001
402,2018,604,PER,1270,es,1,64,3,1270,1,4,4,2,6,1,3,2,2,604013
403,2018,76,BRA,3530,pt,2,45,2,3530,1,4,0,1,8,3,4,1,2,76003
404,2018,458,MYS,2810,ms,2,27,1,2810,1,1,5,3,4,2,2,3,5,458004
405,2018,484,MEX,1270,es,2,60,3,1270,5,6,2,1,5,3,4,2,1,484002
406,2022,909,NIR,1240,en,1,48,2,1240,1,-4,2,1,7,2,-4,2,2,909002
407,2018,360,IDN,1890,id,1,18,1,9000,6,0,3,2,4,2,3,2,5,360007
408,2023,356,IND,1740,hi,2,29,1,4220,1,1,3,2,5,3,2,2,6,356019
409,2023,356,IND,1740,hi,1,16,1,1740,6,-5,6,3,6,-1,4,1,9,356019
410,2018,398,KAZ,3630,ru,1,35,2,3630,1,2,4,2,4,2,2,2,0,398029
411,2018,484,MEX,1270,es,1,39,2,1270,2,3,4,2,6,2,3,1,1,484002
412,2017,68,BOL,1270,es,2,41,2,1270,1,1,6,3,3,2,3,2,2,68001
413,2019,196,CYP,4370,tr,2,25,1,4370,1,0,8,3,3,1,2,3,5,196001
414,2020,762,TJK,4450,uz,2,41,2,4450,1,4,5,3,9,1,3,2,0,762002
415,2022,909,NIR,1240,en,2,42,2,1240,1,-4,6,3,1,1,-4,3,2,909002
416,2018,152,CHL,1270,es,1,47,2,1270,1,2,3,2,7,2,3,2,0,152001
417,2018,484,MEX,1270,es,1,34,2,1270,1,1,1,1,9,-3,5,1,1,484003
418,2019,392,JPN,2020,ja,2,38,2,2020,1,2,5,3,3,2,2,3,0,-4
419,2018,604,PER,1270,es,1,46,2,1270,1,3,2,1,8,2,4,1,1,604013
420,2020,704,VNM,4470,vi,2,29,1,4470,6,0,5,3,3,2,3,2,0,704001
421,2018,360,IDN,1890,id,1,27,1,2030,1,0,3,2,8,2,5,1,5,360004
422,2018,50,BGD,490,bn,2,61,3,490,1,1,2,1,0,-3,2,3,5,50006
423,2018,604,PER,1270,es,2,18,1,1270,6,0,4,2,0,-3,2,2,1,604013
424,2019,446,MAC,2870,zh,2,37,2,790,1,3,3,2,5,2,3,2,7,446006
425,2018,604,PER,1270,es,2,20,1,1270,1,0,6,3,3,2,2,2,1,604016
426,2018,792,TUR,4370,tr,2,30,2,-4,6,0,1,1,7,2,3,2,5,-5
427,2021,51,ARM,200,hy,2,68,3,200,1,3,3,2,3,-3,2,2,3,51001
428,2018,586,PAK,4420,ur,2,35,2,3860,1,8,0,1,8,3,5,2,5,586004
429,2018,818,EGY,170,ar,1,52,3,170,1,3,1,1,9,2,5,-2,5,818001
430,2018,398,KAZ,2230,kk,2,36,2,2230,1,5,3,2,0,-3,3,1,5,398025
431,2022,826,GBR,1240,en,1,-5,-5,1240,6,-4,2,1,8,2,-4,2,0,826100
432,2017,32,ARG,1270,es,1,26,1,1270,1,2,0,1,6,2,4,1,0,32002
433,2021,504,MAR,170,ar,1,66,3,1695,1,1,0,1,8,2,4,1,5,504005
434,2018,422,LBN,170,ar,1,62,3,170,1,1,1,1,6,2,3,2,1,-4
435,2018,50,BGD,490,bn,2,50,3,490,1,3,2,1,0,-3,5,1,5,50006
436,2018,818,EGY,170,ar,1,34,2,170,1,4,3,2,4,2,4,2,5,818001
437,2020,762,TJK,4160,tg,2,47,2,4160,1,5,7,3,1,1,4,2,5,762001
438,2018,20,AND,1270,es,1,37,2,9040,6,0,5,3,6,2,4,2,1,20001
439,2020,804,UKR,4410,uk,2,46,2,4410,1,1,2,1,5,2,4,1,-2,804001
440,2020,716,ZWE,3200,nd,2,38,2,3200,6,0,3,2,0,-3,3,3,5,716007
441,2023,356,IND,1740,hi,1,52,3,3540,1,1,3,2,6,-1,2,2,9,356024
442,2021,404,KEN,1240,en,2,31,2,2280,3,1,3,2,9,3,5,2,2,404003
443,2018,36,AUS,1240,en,1,74,3,1240,1,2,6,3,2,2,2,2,8,36001
444,2018,400,JOR,170,ar,1,32,2,170,6,0,6,3,4,2,4,2,5,-4
445,2017,68,BOL,1270,es,1,47,2,1270,2,3,1,1,9,2,3,1,2,68001
446,2020,364,IRN,3490,fa,2,35,2,310,1,2,4,2,3,1,3,1,5,364002
447,2018,170,COL,1270,es,2,38,2,1270,4,2,4,2,3,2,2,2,1,170011
448,2018,76,BRA,3530,pt,2,30,2,3530,4,3,2,1,8,-2,5,1,2,76001
449,2022,434,LBY,170,ar,1,53,3,170,1,6,5,3,1,1,4,2,5,434005
450,2022,434,LBY,170,ar,1,27,1,170,6,0,6,3,3,2,2,2,5,434005
451,2019,392,JPN,2020,ja,2,91,3,2020,1,2,5,3,1,1,3,3,7,-4
452,2020,124,CAN,1240,en,1,45,2,1240,6,0,6,3,2,2,3,2,0,124001
453,2018,276,DEU,1530,de,1,67,3,4370,1,3,3,2,6,2,3,2,5,-4
454,2018,398,KAZ,2230,kk,1,74,3,2230,5,1,-2,-2,-2,1,2,2,5,398025
455,2018,156,CHN,2870,zh,2,52,3,2870,1,3,2,1,4,2,3,2,0,156001
456,2018,630,PRI,1270,es,1,52,3,1270,1,2,6,3,5,1,3,2,1,630012
457,2019,158,TWN,2870,zh,1,77,3,4150,1,2,5,3,1,1,2,2,2,158002
458,2019,446,MAC,2870,zh,1,-5,-5,790,6,0,1,1,11,2,3,1,0,446006
459,2018,586,PAK,4420,ur,1,29,1,3720,1,2,1,1,4,2,3,2,5,586008
460,2020,702,SGP,1240,en,1,67,3,1240,1,1,5,3,1,3,2,3,2,702004
461,2018,36,AUS,1240,en,1,69,3,1240,1,4,6,3,1,2,2,2,1,36001
462,2018,630,PRI,1270,es,2,52,3,1270,3,1,6,3,-2,2,3,1,1,630012
463,2019,788,TUN,170,ar,1,68,3,4360,1,5,3,2,6,2,2,2,5,788005
464,2020,124,CAN,1400,fr,2,31,2,1400,2,0,6,3,1,1,2,2,0,124001
465,2018,398,KAZ,3630,ru,1,39,2,3630,1,1,3,2,4,2,-1,2,3,398029
466,2018,76,BRA,3530,pt,2,78,3,3530,5,7,0,1,9,-2,3,2,1,76001
467,2018,792,TUR,4370,tr,2,34,2,-4,1,2,1,1,8,2,3,3,5,-5
468,2018,76,BRA,3530,pt,2,50,3,3530,6,0,6,3,3,2,5,2,1,76001
469,2020,702,SGP,1240,en,2,68,3,2810,1,3,3,2,3,1,4,2,5,702006
470,2020,702,SGP,1240,en,2,47,2,9000,1,2,7,3,1,2,2,3,1,702999
471,2022,826,GBR,1240,en,2,75,3,1240,1,-4,6,3,1,1,-4,2,0,826100
472,2018,458,MYS,2810,ms,2,62,3,1240,6,0,6,3,4,2,4,1,7,458012
473,2020,702,SGP,2870,zh,1,67,3,2870,1,3,2,1,5,2,4,2,0,702004
474,2023,356,IND,1740,hi,1,25,1,2940,1,2,3,2,-1,-1,4,3,6,356024
475,2018,36,AUS,1240,en,1,31,2,1240,1,1,4,2,6,2,3,2,0,36001
476,2020,364,IRN,3490,fa,1,19,1,3490,6,0,4,2,0,-3,2,2,5,364001
477,2022,860,UZB,4450,uz,2,60,3,4450,1,4,3,2,8,1,3,2,1,860007
478,2020,716,ZWE,3830,sn,2,52,3,3830,1,0,3,2,0,2,4,2,1,716006
479,2017,840,USA,1240,en,1,32,2,1240,6,0,4,2,6,1,4,1,1,840001
480,2017,840,USA,1240,en,2,29,1,1240,6,0,7,3,1,2,2,2,0,840001
481,2022,528,NLD,1190,nl,2,29,1,1240,2,0,6,3,-1,2,3,3,0,528001
482,2017,68,BOL,1270,es,1,49,2,3570,1,4,1,1,7,2,5,2,1,68002
483,2022,434,LBY,170,ar,1,33,2,170,6,0,5,3,6,2,4,-1,5,434005
484,2018,642,ROU,3580,ro,2,25,1,3580,1,2,4,2,-2,-2,1,3,3,642005
485,2022,826,GBR,1240,en,2,58,3,1240,1,-4,7,3,3,1,-4,2,0,826100
486,2022,858,URY,1270,es,2,75,3,1270,5,1,3,2,3,1,4,2,8,858100
487,2018,344,HKG,790,zh,2,48,2,790,2,1,2,1,5,2,5,1,0,344001
488,2019,158,TWN,2870,zh,2,64,3,4150,1,2,5,3,5,1,3,2,9,158002
489,2020,496,MNG,3030,mn,1,60,3,3030,4,0,6,3,3,2,2,3,7,496001
490,2018,276,DEU,1530,de,2,28,1,1530,2,0,6,3,4,1,2,2,0,-4
491,2019,608,PHL,1360,fil,1,27,1,1360,6,0,3,2,8,2,3,2,0,608001
492,2022,860,UZB,4450,uz,2,28,1,4450,1,2,6,3,1,1,1,3,1,860007
493,2019,446,MAC,2870,zh,2,36,2,790,1,2,3,2,4,2,4,2,0,446006
494,2018,360,IDN,1890,id,2,38,2,2030,3,1,3,2,4,2,3,2,5,360004
495,2019,392,JPN,2020,ja,2,58,3,2020,1,2,3,2,8,2,3,2,7,-4
496,2018,156,CHN,2870,zh,1,37,2,9060,1,2,6,3,4,-5,4,2,0,156001
497,2020,417,KGZ,2310,ky,2,33,2,2310,1,4,5,3,1,1,2,2,5,417001
498,2017,643,RUS,3630,ru,1,64,3,3630,4,1,5,3,6,2,4,2,3,643001
499,2018,50,BGD,490,bn,2,35,2,490,1,1,6,3,0,-3,3,2,6,50006
500,2020,124,CAN,1240,en,1,65,3,1240,1,2,3,2,4,2,3,3,1,124001
501,2020,554,NZL,1240,en,1,70,3,1240,1,2,3,2,1,2,3,1,1,-4
502,2018,764,THA,4230,th,2,45,2,1260,1,2,1,1,10,-2,3,2,7,764001
503,2022,826,GBR,1240,en,1,50,3,1240,1,-4,5,3,1,2,-4,-2,0,826100
504,2020,554,NZL,1240,en,2,29,1,1240,1,1,5,3,3,2,3,2,0,-4
505,2022,203,CZE,1040,cs,2,28,1,1240,2,0,7,3,5,2,3,2,1,203003
506,2022,860,UZB,4450,uz,1,33,2,4450,6,0,6,3,1,1,2,2,1,860007
507,2018,152,CHL,1270,es,1,35,2,1270,-2,0,4,2,3,2,3,2,1,152001
508,2020,124,CAN,1400,fr,2,21,1,1400,6,0,6,3,1,3,2,3,1,124001
509,2018,484,MEX,1270,es,1,77,3,1270,5,1,1,1,-1,-3,3,2,1,484002
510,2018,36,AUS,1240,en,2,69,3,1240,5,1,3,2,5,1,4,1,0,36001
511,2018,156,CHN,2870,zh,2,52,3,9060,1,3,2,1,9,-5,4,1,0,156001
512,2018,586,PAK,4420,ur,2,40,2,3540,1,7,0,1,0,-3,5,2,5,586001
513,2018,20,AND,810,ca,1,46,2,1400,2,2,5,3,-2,2,3,3,0,20001
514,2022,703,SVK,3890,sk,1,34,2,1770,6,0,7,3,2,2,2,2,1,703005
515,2019,392,JPN,2020,ja,2,19,1,2020,6,0,5,3,0,-2,3,-1,0,-4
516,2022,860,UZB,4450,uz,2,39,2,4450,1,3,4,2,7,1,2,2,1,860007
517,2018,422,LBN,170,ar,2,36,2,170,1,2,1,1,0,1,3,1,5,-4
518,2020,496,MNG,3030,mn,1,60,3,3030,1,2,3,2,9,1,4,2,0,496003
519,2022,826,GBR,1240,en,-2,-2,-2,1240,-2,-4,-5,-5,3,-2,-4,2,8,826100
520,2018,586,PAK,4420,ur,1,38,2,370,1,3,2,1,4,2,4,2,5,586003
521,2019,158,TWN,2870,zh,2,43,2,4150,1,2,3,2,6,2,4,2,9,158999
522,2018,586,PAK,4420,ur,1,60,3,3550,1,4,3,2,4,-1,4,3,5,586006
523,2018,156,CHN,2870,zh,2,32,2,9060,1,3,2,1,0,2,4,2,0,156001
524,2020,320,GTM,1270,es,2,22,1,1270,6,0,3,2,1,2,3,2,2,320005
525,2021,862,VEN,1270,es,2,19,1,1270,6,0,3,2,0,-3,4,2,0,862002
526,2020,124,CAN,1240,en,1,40,2,2870,1,2,6,3,1,2,3,2,0,124009
527,2019,788,TUN,170,ar,2,26,1,4360,6,0,6,3,4,2,3,2,5,788005
528,2018,566,NGA,4620,yo,1,52,3,4620,1,3,0,1,10,-2,3,1,5,566001
529,2022,860,UZB,4450,uz,1,24,1,4450,-5,-5,-5,-5,1,1,1,2,0,860007
530,2018,276,DEU,1530,de,1,23,1,1530,1,0,2,1,8,2,3,2,5,-4
531,2020,496,MNG,3030,mn,1,51,3,3030,1,3,2,1,6,1,2,2,0,496001
532,2018,76,BRA,3530,pt,2,24,1,3530,4,0,-1,-1,0,-3,3,1,2,76003
533,2020,364,IRN,3490,fa,2,24,1,9000,1,2,2,1,0,-3,3,2,5,364999
534,2018,170,COL,1270,es,1,52,3,1270,2,3,3,2,7,2,4,3,1,170011
535,2020,417,KGZ,2310,ky,1,44,2,2310,1,4,7,3,1,1,1,2,5,417002
536,2018,368,IRQ,170,ar,2,33,2,170,1,0,7,3,0,-3,3,2,5,368001
537,2019,788,TUN,170,ar,2,56,3,4360,1,2,1,1,8,-2,1,3,5,788005
538,2023,356,IND,1740,hi,2,40,2,1740,1,1,2,1,0,3,3,1,5,356019
539,2017,840,USA,1240,en,2,19,1,1240,6,0,4,2,-3,2,4,-2,0,840001
540,2022,703,SVK,3890,sk,1,65,3,3890,1,3,2,1,7,2,4,1,1,703005
541,2019,196,CYP,4370,tr,2,21,1,4370,6,0,6,3,0,-2,-2,3,5,196001
542,2021,862,VEN,1270,es,2,50,3,1270,6,1,2,1,3,3,3,1,0,862002
543,2018,36,AUS,1240,en,1,47,2,1240,1,3,4,2,6,2,4,2,8,36001
544,2020,716,ZWE,3830,sn,2,51,3,3830,3,2,1,1,4,2,5,1,1,716006
545,2017,300,GRC,1580,el,1,22,1,1580,6,0,3,2,5,2,3,2,3,300001
546,2017,643,RUS,3630,ru,2,66,3,3630,5,2,4,2,9,1,4,1,3,643001
547,2018,50,BGD,490,bn,1,23,1,490,1,1,1,1,1,1,3,1,5,50006
548,2018,630,PRI,1270,es,2,76,3,1270,5,2,6,3,1,2,3,1,1,630002
549,2018,630,PRI,1270,es,2,36,2,1270,1,1,6,3,1,2,2,3,1,630001
550,2020,364,IRN,3490,fa,1,66,3,3490,1,4,2,1,1,2,3,1,5,364001
551,2020,320,GTM,1270,es,1,21,1,1270,6,0,0,1,-2,2,2,2,2,320005
552,2018,792,TUR,4370,tr,1,20,1,-4,6,0,1,1,8,2,4,-1,5,-5
553,2020,716,ZWE,3200,nd,1,28,1,3200,6,0,2,1,0,-3,5,1,1,716007
554,2018,422,LBN,170,ar,1,83,3,170,1,2,3,2,5,2,2,1,1,-4
555,2020,104,MMR,740,my,2,20,1,740,6,0,4,2,4,2,2,2,7,104001
556,2022,528,NLD,1190,nl,1,45,2,1240,1,1,4,2,3,2,3,2,0,528001
557,2018,642,ROU,3580,ro,1,32,2,1770,6,0,3,2,5,2,4,2,1,642005
558,2018,764,THA,4230,th,2,51,3,1260,1,1,1,1,10,-2,3,2,7,764001
559,2018,344,HKG,1240,en,1,31,2,1240,1,0,8,3,1,2,3,2,0,344998
560,2018,156,CHN,2870,zh,1,51,3,9060,1,3,2,1,6,-5,3,2,0,156001
561,2020,702,SGP,2870,zh,1,70,3,2870,5,4,3,2,3,1,2,2,9,702004
562,2018,818,EGY,170,ar,1,35,2,170,6,0,6,3,1,2,2,2,8,-1
563,2020,716,ZWE,1240,en,1,42,2,3830,1,3,2,1,6,2,5,1,1,716006
564,2017,32,ARG,1270,es,1,69,3,1270,5,0,1,1,0,2,4,1,0,32003
565,2021,504,MAR,170,ar,2,72,3,170,5,6,0,1,0,2,3,2,5,504005
566,2017,840,USA,1240,en,2,23,1,1240,1,0,6,3,-3,2,3,2,0,840002
567,2018,76,BRA,3530,pt,1,32,2,3530,1,2,3,2,7,-2,5,1,2,76003
568,2018,586,PAK,4420,ur,1,42,2,3860,1,4,4,2,5,3,3,2,5,586004
569,2018,764,THA,4230,th,2,23,1,1260,6,0,1,1,8,2,4,1,7,764001
570,2018,586,PAK,4420,ur,1,30,2,3540,1,2,4,2,1,2,3,2,5,586001
571,2018,630,PRI,1270,es,1,54,3,1270,6,0,6,3,1,1,5,1,8,630001
572,2017,32,ARG,1270,es,2,28,1,1270,1,1,3,2,4,2,3,2,1,32001
573,2018,566,NGA,4620,yo,2,42,2,9000,1,6,0,1,4,2,4,2,5,566001
574,2020,558,NIC,1270,es,1,26,1,1270,6,0,1,1,0,-3,1,3,2,558001
575,2022,826,GBR,1240,en,1,33,2,1240,2,-4,7,3,3,1,-4,2,0,826100
576,2018,360,IDN,1890,id,1,41,2,9000,1,2,3,2,10,2,4,1,2,360014
577,2021,504,MAR,170,ar,2,27,1,170,6,0,5,3,1,2,3,2,5,504005
578,2018,344,HKG,790,zh,2,75,3,790,5,4,1,1,0,-3,4,2,7,344998
579,2020,364,IRN,3490,fa,1,59,3,3490,1,3,2,1,6,1,4,1,5,364001
580,2018,276,DEU,1530,de,1,23,1,1530,6,0,3,2,6,2,3,2,2,-4
581,2018,642,ROU,3580,ro,1,20,1,3580,2,0,3,2,0,-3,2,2,3,642005
582,2018,156,CHN,2870,zh,1,64,3,9060,1,2,2,1,9,-5,3,2,0,156001
583,2020,496,MNG,3030,mn,1,54,3,3030,2,2,4,2,8,2,2,2,7,496015
584,2018,360,IDN,1890,id,2,43,2,350,1,3,1,1,8,2,3,2,6,360999
585,2018,604,PER,1270,es,1,40,2,3570,4,0,5,3,10,2,4,1,1,604013
586,2018,156,CHN,2870,zh,2,29,1,9060,1,2,1,1,8,-5,3,2,0,156001
587,2018,76,BRA,3530,pt,1,21,1,3530,6,1,3,2,4,2,4,2,2,76001
588,2019,158,TWN,2870,zh,2,33,2,4150,6,0,6,3,3,2,4,2,9,158002
589,2020,716,ZWE,3830,sn,1,25,1,3830,6,0,3,2,10,2,3,2,1,716006
590,2021,51,ARM,200,hy,1,36,2,200,1,3,3,2,6,-3,4,2,3,51001
591,2022,826,GBR,1240,en,2,41,2,1240,1,-4,6,3,3,1,-4,3,0,826100
592,2018,818,EGY,170,ar,2,30,2,170,1,2,3,2,0,-3,4,2,5,818001
